year;indicator;perspective;group;country;amount;unit;population;region;ocde
2013;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;8.19557;Million tonnes CO2 eq.;49.76469795;Africa;no
2013;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.37559;Million tonnes CO2 eq.;49.76469795;Africa;no
2014;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;15.26325;Million tonnes CO2 eq.;49.76469795;Africa;no
2014;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;12.22071;Million tonnes CO2 eq.;49.76469795;Africa;no
2014;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.86539;Million tonnes CO2 eq.;49.76469795;Africa;no
2014;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;12.64197;Million tonnes CO2 eq.;49.76469795;Africa;no
2014;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;8.90465;Million tonnes CO2 eq.;49.76469795;Africa;no
2014;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.413;Million tonnes CO2 eq.;49.76469795;Africa;no
2015;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;14.58979;Million tonnes CO2 eq.;49.76469795;Africa;no
2015;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;13.48801;Million tonnes CO2 eq.;49.76469795;Africa;no
2015;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.86099;Million tonnes CO2 eq.;49.76469795;Africa;no
2015;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;13.0534;Million tonnes CO2 eq.;49.76469795;Africa;no
2015;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;9.60712;Million tonnes CO2 eq.;49.76469795;Africa;no
2015;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.39291;Million tonnes CO2 eq.;49.76469795;Africa;no
2016;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;15.51448;Million tonnes CO2 eq.;49.76469795;Africa;no
2016;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;14.06732;Million tonnes CO2 eq.;49.76469795;Africa;no
2016;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.8988;Million tonnes CO2 eq.;49.76469795;Africa;no
2016;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;13.05279;Million tonnes CO2 eq.;49.76469795;Africa;no
2016;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;10.60271;Million tonnes CO2 eq.;49.76469795;Africa;no
2016;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.39265;Million tonnes CO2 eq.;49.76469795;Africa;no
2017;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;15.25725;Million tonnes CO2 eq.;49.76469795;Africa;no
2017;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;14.5494;Million tonnes CO2 eq.;49.76469795;Africa;no
2017;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.85134;Million tonnes CO2 eq.;49.76469795;Africa;no
2017;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;13.04512;Million tonnes CO2 eq.;49.76469795;Africa;no
2017;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;10.86642;Million tonnes CO2 eq.;49.76469795;Africa;no
2017;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.38946;Million tonnes CO2 eq.;49.76469795;Africa;no
2018;Climate Change (Short-Term);Consumption footprint;CH4;Cote d'Ivoire;16.67448;Million tonnes CO2 eq.;49.76469795;Africa;no
2018;Climate Change (Short-Term);Consumption footprint;CO2;Cote d'Ivoire;15.46858;Million tonnes CO2 eq.;49.76469795;Africa;no
2018;Climate Change (Short-Term);Consumption footprint;N2O;Cote d'Ivoire;1.58125;Million tonnes CO2 eq.;49.76469795;Africa;no
2018;Climate Change (Short-Term);Domestic production;CH4;Cote d'Ivoire;13.04539;Million tonnes CO2 eq.;49.76469795;Africa;no
2018;Climate Change (Short-Term);Domestic production;CO2;Cote d'Ivoire;11.31514;Million tonnes CO2 eq.;49.76469795;Africa;no
2018;Climate Change (Short-Term);Domestic production;N2O;Cote d'Ivoire;1.39017;Million tonnes CO2 eq.;49.76469795;Africa;no
1990;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;27.35352;Million tonnes CO2 eq.;24.40439248;Latin America;no
1990;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;41.9221;Million tonnes CO2 eq.;24.40439248;Latin America;no
1990;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;6.73983;Million tonnes CO2 eq.;24.40439248;Latin America;no
1990;Climate Change (Short-Term);Domestic production;CH4;Cuba;20.36376;Million tonnes CO2 eq.;24.40439248;Latin America;no
1990;Climate Change (Short-Term);Domestic production;CO2;Cuba;30.8126;Million tonnes CO2 eq.;24.40439248;Latin America;no
1990;Climate Change (Short-Term);Domestic production;N2O;Cuba;7.51102;Million tonnes CO2 eq.;24.40439248;Latin America;no
1991;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;22.92602;Million tonnes CO2 eq.;24.40439248;Latin America;no
1991;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;27.7787;Million tonnes CO2 eq.;24.40439248;Latin America;no
1991;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;5.70564;Million tonnes CO2 eq.;24.40439248;Latin America;no
1991;Climate Change (Short-Term);Domestic production;CH4;Cuba;19.9899;Million tonnes CO2 eq.;24.40439248;Latin America;no
1991;Climate Change (Short-Term);Domestic production;CO2;Cuba;23.43952;Million tonnes CO2 eq.;24.40439248;Latin America;no
1991;Climate Change (Short-Term);Domestic production;N2O;Cuba;7.04548;Million tonnes CO2 eq.;24.40439248;Latin America;no
1992;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;21.21661;Million tonnes CO2 eq.;24.40439248;Latin America;no
1992;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;22.85231;Million tonnes CO2 eq.;24.40439248;Latin America;no
1992;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;5.17939;Million tonnes CO2 eq.;24.40439248;Latin America;no
1992;Climate Change (Short-Term);Domestic production;CH4;Cuba;19.87418;Million tonnes CO2 eq.;24.40439248;Latin America;no
1992;Climate Change (Short-Term);Domestic production;CO2;Cuba;18.9791;Million tonnes CO2 eq.;24.40439248;Latin America;no
1992;Climate Change (Short-Term);Domestic production;N2O;Cuba;6.77342;Million tonnes CO2 eq.;24.40439248;Latin America;no
1993;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;21.86438;Million tonnes CO2 eq.;24.40439248;Latin America;no
1993;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;22.73343;Million tonnes CO2 eq.;24.40439248;Latin America;no
1993;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;5.11941;Million tonnes CO2 eq.;24.40439248;Latin America;no
1993;Climate Change (Short-Term);Domestic production;CH4;Cuba;18.3849;Million tonnes CO2 eq.;24.40439248;Latin America;no
1993;Climate Change (Short-Term);Domestic production;CO2;Cuba;18.0471;Million tonnes CO2 eq.;24.40439248;Latin America;no
1993;Climate Change (Short-Term);Domestic production;N2O;Cuba;6.07557;Million tonnes CO2 eq.;24.40439248;Latin America;no
1994;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;22.41842;Million tonnes CO2 eq.;24.40439248;Latin America;no
1994;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;24.19618;Million tonnes CO2 eq.;24.40439248;Latin America;no
1994;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;5.27168;Million tonnes CO2 eq.;24.40439248;Latin America;no
1994;Climate Change (Short-Term);Domestic production;CH4;Cuba;19.10602;Million tonnes CO2 eq.;24.40439248;Latin America;no
1994;Climate Change (Short-Term);Domestic production;CO2;Cuba;19.55979;Million tonnes CO2 eq.;24.40439248;Latin America;no
1994;Climate Change (Short-Term);Domestic production;N2O;Cuba;5.9115;Million tonnes CO2 eq.;24.40439248;Latin America;no
1995;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;22.49743;Million tonnes CO2 eq.;24.40439248;Latin America;no
1995;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;26.09215;Million tonnes CO2 eq.;24.40439248;Latin America;no
1995;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;5.38243;Million tonnes CO2 eq.;24.40439248;Latin America;no
1995;Climate Change (Short-Term);Domestic production;CH4;Cuba;18.51132;Million tonnes CO2 eq.;24.40439248;Latin America;no
1995;Climate Change (Short-Term);Domestic production;CO2;Cuba;20.95745;Million tonnes CO2 eq.;24.40439248;Latin America;no
1995;Climate Change (Short-Term);Domestic production;N2O;Cuba;5.81278;Million tonnes CO2 eq.;24.40439248;Latin America;no
1996;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;22.42446;Million tonnes CO2 eq.;24.40439248;Latin America;no
1996;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;26.34631;Million tonnes CO2 eq.;24.40439248;Latin America;no
1996;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;5.14403;Million tonnes CO2 eq.;24.40439248;Latin America;no
1996;Climate Change (Short-Term);Domestic production;CH4;Cuba;19.44213;Million tonnes CO2 eq.;24.40439248;Latin America;no
1996;Climate Change (Short-Term);Domestic production;CO2;Cuba;22.74443;Million tonnes CO2 eq.;24.40439248;Latin America;no
1996;Climate Change (Short-Term);Domestic production;N2O;Cuba;5.9754;Million tonnes CO2 eq.;24.40439248;Latin America;no
1997;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;22.92415;Million tonnes CO2 eq.;24.40439248;Latin America;no
1997;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;28.0421;Million tonnes CO2 eq.;24.40439248;Latin America;no
1997;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;5.52204;Million tonnes CO2 eq.;24.40439248;Latin America;no
1997;Climate Change (Short-Term);Domestic production;CH4;Cuba;20.48039;Million tonnes CO2 eq.;24.40439248;Latin America;no
1997;Climate Change (Short-Term);Domestic production;CO2;Cuba;25.06481;Million tonnes CO2 eq.;24.40439248;Latin America;no
1997;Climate Change (Short-Term);Domestic production;N2O;Cuba;6.22005;Million tonnes CO2 eq.;24.40439248;Latin America;no
1998;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;21.60903;Million tonnes CO2 eq.;24.40439248;Latin America;no
1998;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;27.30558;Million tonnes CO2 eq.;24.40439248;Latin America;no
1998;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;5.24304;Million tonnes CO2 eq.;24.40439248;Latin America;no
1998;Climate Change (Short-Term);Domestic production;CH4;Cuba;19.76984;Million tonnes CO2 eq.;24.40439248;Latin America;no
1998;Climate Change (Short-Term);Domestic production;CO2;Cuba;24.79108;Million tonnes CO2 eq.;24.40439248;Latin America;no
1998;Climate Change (Short-Term);Domestic production;N2O;Cuba;6.05681;Million tonnes CO2 eq.;24.40439248;Latin America;no
1999;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;20.6152;Million tonnes CO2 eq.;24.40439248;Latin America;no
1999;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;27.19651;Million tonnes CO2 eq.;24.40439248;Latin America;no
1999;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;5.10758;Million tonnes CO2 eq.;24.40439248;Latin America;no
1999;Climate Change (Short-Term);Domestic production;CH4;Cuba;19.43357;Million tonnes CO2 eq.;24.40439248;Latin America;no
1999;Climate Change (Short-Term);Domestic production;CO2;Cuba;25.55366;Million tonnes CO2 eq.;24.40439248;Latin America;no
1999;Climate Change (Short-Term);Domestic production;N2O;Cuba;5.90811;Million tonnes CO2 eq.;24.40439248;Latin America;no
2000;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;20.51367;Million tonnes CO2 eq.;24.40439248;Latin America;no
2000;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;27.41333;Million tonnes CO2 eq.;24.40439248;Latin America;no
2000;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;5.09341;Million tonnes CO2 eq.;24.40439248;Latin America;no
2000;Climate Change (Short-Term);Domestic production;CH4;Cuba;19.42478;Million tonnes CO2 eq.;24.40439248;Latin America;no
2000;Climate Change (Short-Term);Domestic production;CO2;Cuba;25.93114;Million tonnes CO2 eq.;24.40439248;Latin America;no
2000;Climate Change (Short-Term);Domestic production;N2O;Cuba;5.89076;Million tonnes CO2 eq.;24.40439248;Latin America;no
2001;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;21.31036;Million tonnes CO2 eq.;24.40439248;Latin America;no
2001;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;26.91653;Million tonnes CO2 eq.;24.40439248;Latin America;no
2001;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;4.95795;Million tonnes CO2 eq.;24.40439248;Latin America;no
2001;Climate Change (Short-Term);Domestic production;CH4;Cuba;19.11165;Million tonnes CO2 eq.;24.40439248;Latin America;no
2001;Climate Change (Short-Term);Domestic production;CO2;Cuba;25.00263;Million tonnes CO2 eq.;24.40439248;Latin America;no
2001;Climate Change (Short-Term);Domestic production;N2O;Cuba;5.65219;Million tonnes CO2 eq.;24.40439248;Latin America;no
2002;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;20.37227;Million tonnes CO2 eq.;24.40439248;Latin America;no
2002;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;26.17121;Million tonnes CO2 eq.;24.40439248;Latin America;no
2002;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;4.64757;Million tonnes CO2 eq.;24.40439248;Latin America;no
2002;Climate Change (Short-Term);Domestic production;CH4;Cuba;19.11485;Million tonnes CO2 eq.;24.40439248;Latin America;no
2002;Climate Change (Short-Term);Domestic production;CO2;Cuba;24.10376;Million tonnes CO2 eq.;24.40439248;Latin America;no
2002;Climate Change (Short-Term);Domestic production;N2O;Cuba;5.51267;Million tonnes CO2 eq.;24.40439248;Latin America;no
2003;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;20.90962;Million tonnes CO2 eq.;24.40439248;Latin America;no
2003;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;25.84885;Million tonnes CO2 eq.;24.40439248;Latin America;no
2003;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;4.63016;Million tonnes CO2 eq.;24.40439248;Latin America;no
2003;Climate Change (Short-Term);Domestic production;CH4;Cuba;19.16321;Million tonnes CO2 eq.;24.40439248;Latin America;no
2003;Climate Change (Short-Term);Domestic production;CO2;Cuba;23.26396;Million tonnes CO2 eq.;24.40439248;Latin America;no
2003;Climate Change (Short-Term);Domestic production;N2O;Cuba;5.45958;Million tonnes CO2 eq.;24.40439248;Latin America;no
2004;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;20.45402;Million tonnes CO2 eq.;24.40439248;Latin America;no
2004;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;24.64107;Million tonnes CO2 eq.;24.40439248;Latin America;no
2004;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;4.5098;Million tonnes CO2 eq.;24.40439248;Latin America;no
2004;Climate Change (Short-Term);Domestic production;CH4;Cuba;18.5507;Million tonnes CO2 eq.;24.40439248;Latin America;no
2004;Climate Change (Short-Term);Domestic production;CO2;Cuba;22.02619;Million tonnes CO2 eq.;24.40439248;Latin America;no
2004;Climate Change (Short-Term);Domestic production;N2O;Cuba;5.37381;Million tonnes CO2 eq.;24.40439248;Latin America;no
2005;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;24.5758;Million tonnes CO2 eq.;24.40439248;Latin America;no
2005;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;25.48779;Million tonnes CO2 eq.;24.40439248;Latin America;no
2005;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;4.22985;Million tonnes CO2 eq.;24.40439248;Latin America;no
2005;Climate Change (Short-Term);Domestic production;CH4;Cuba;17.60702;Million tonnes CO2 eq.;24.40439248;Latin America;no
2005;Climate Change (Short-Term);Domestic production;CO2;Cuba;23.20225;Million tonnes CO2 eq.;24.40439248;Latin America;no
2005;Climate Change (Short-Term);Domestic production;N2O;Cuba;5.21609;Million tonnes CO2 eq.;24.40439248;Latin America;no
2006;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;22.70401;Million tonnes CO2 eq.;24.40439248;Latin America;no
2006;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;27.68005;Million tonnes CO2 eq.;24.40439248;Latin America;no
2006;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;4.48026;Million tonnes CO2 eq.;24.40439248;Latin America;no
2006;Climate Change (Short-Term);Domestic production;CH4;Cuba;18.17206;Million tonnes CO2 eq.;24.40439248;Latin America;no
2006;Climate Change (Short-Term);Domestic production;CO2;Cuba;24.32094;Million tonnes CO2 eq.;24.40439248;Latin America;no
2006;Climate Change (Short-Term);Domestic production;N2O;Cuba;5.51199;Million tonnes CO2 eq.;24.40439248;Latin America;no
2007;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;21.15233;Million tonnes CO2 eq.;24.40439248;Latin America;no
2007;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;28.22843;Million tonnes CO2 eq.;24.40439248;Latin America;no
2007;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;4.44268;Million tonnes CO2 eq.;24.40439248;Latin America;no
2007;Climate Change (Short-Term);Domestic production;CH4;Cuba;18.40917;Million tonnes CO2 eq.;24.40439248;Latin America;no
2007;Climate Change (Short-Term);Domestic production;CO2;Cuba;25.44006;Million tonnes CO2 eq.;24.40439248;Latin America;no
2007;Climate Change (Short-Term);Domestic production;N2O;Cuba;5.53124;Million tonnes CO2 eq.;24.40439248;Latin America;no
2008;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;30.91544;Million tonnes CO2 eq.;24.40439248;Latin America;no
2008;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;29.89857;Million tonnes CO2 eq.;24.40439248;Latin America;no
2008;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;4.7093;Million tonnes CO2 eq.;24.40439248;Latin America;no
2008;Climate Change (Short-Term);Domestic production;CH4;Cuba;18.85178;Million tonnes CO2 eq.;24.40439248;Latin America;no
2008;Climate Change (Short-Term);Domestic production;CO2;Cuba;24.53707;Million tonnes CO2 eq.;24.40439248;Latin America;no
2008;Climate Change (Short-Term);Domestic production;N2O;Cuba;5.46347;Million tonnes CO2 eq.;24.40439248;Latin America;no
2009;Climate Change (Short-Term);Consumption footprint;CH4;Cuba;38.48183;Million tonnes CO2 eq.;24.40439248;Latin America;no
2009;Climate Change (Short-Term);Consumption footprint;CO2;Cuba;30.64277;Million tonnes CO2 eq.;24.40439248;Latin America;no
2009;Climate Change (Short-Term);Consumption footprint;N2O;Cuba;4.41804;Million tonnes CO2 eq.;24.40439248;Latin America;no
